street,house
"Аркадия Гайдара, ул.",6
"Аркадия Гайдара, ул.",7
"Аркадия Гайдара, ул.",10
"Афанасия Никитина, ул.",1
"Афанасия Никитина, ул.",3
"Афанасия Никитина, ул.",5
"Афанасия Никитина, ул.",7
"Афанасия Никитина, ул.",9
"Афанасия Никитина, ул.",11
"Афанасия Никитина, ул.",13
"Афанасия Никитина, ул.",15
"Афанасия Никитина, ул.",17
"Афанасия Никитина, ул.",19
"Афанасьева, ул.",1
"Афанасьева, ул.",1стрА
"Афанасьева, ул.",2
"Афанасьева, ул.",3
"Афанасьева, ул.",4
"Афанасьева, ул.",5
"Афанасьева, ул.",6
"Афанасьева, ул.",6к1
"Афанасьева, ул.",7
"Афанасьева, ул.",7к1
"Афанасьева, ул.",8
"Афанасьева, ул.",9
"Афанасьева, ул.",9А
"Афанасьева, ул.",9к1
"Афанасьева, ул.",9к2
"Афанасьева, ул.",9к3
"Афанасьева, ул.",9к4
"Афанасьева, ул.",9к5
"Афанасьева, ул.",9к6
"Афанасьева, ул.",10
"Афанасьева, ул.",11
"Афанасьева, ул.",11к1
"Афанасьева, ул.",12
"Афанасьева, ул.",13
"Афанасьева, ул.",14
"Афанасьева, ул.",15
"Афанасьева, ул.",17
"Ахазова, ул.",1
"Ахазова, ул.",1А
"Ахазова, ул.",1стрБ
"Ахазова, ул.",2
"Ахазова, ул.",3
"Ахазова, ул.",3стрА
"Ахазова, ул.",5
"Ахазова, ул.",5стрА
"Ахазова, ул.",6
"Ахазова, ул.",6стрА
"Ахазова, ул.",7
"Ахазова, ул.",8
"Ахазова, ул.",9
"Ахазова, ул.",11
"Ахазова, ул.",13
"Ахлаткина, ул.",1
"Ахлаткина, ул.",2/32
"Ахлаткина, ул.",4
"Ахлаткина, ул.",5
"Ахлаткина, ул.",6
"Ахлаткина, ул.",7
"Ахлаткина, ул.",8
"Ахлаткина, ул.",9
"Ахлаткина, ул.",11
"Ахлаткина, ул.",12
"Ахлаткина, ул.",13/25
"Ахлаткина, ул.",14/23
"Ахлаткина, ул.",15/18
"Ахлаткина, ул.",16/16
"Ахлаткина, ул.",17
"Ахлаткина, ул.",18
"Ахлаткина, ул.",19
"Ахлаткина, ул.",20
"Ахлаткина, ул.",21
"Ахлаткина, ул.",22
"Ахлаткина, ул.",23
"Ахлаткина, ул.",24
"Ахлаткина, ул.",25/41
"Ахлаткина, ул.",26/39
"Ашмарина, ул.",1
"Ашмарина, ул.",1стрА
"Ашмарина, ул.",2
"Ашмарина, ул.",3
"Ашмарина, ул.",4
"Ашмарина, ул.",5
"Ашмарина, ул.",6
"Ашмарина, ул.",7
"Ашмарина, ул.",8
"Ашмарина, ул.",10
"Ашмарина, ул.",10стрА
"Ашмарина, ул.",10стрБ
"Ашмарина, ул.",11
"Ашмарина, ул.",12
"Ашмарина, ул.",14
"Ашмарина, ул.",15
"Ашмарина, ул.",16
"Ашмарина, ул.",18
"Ашмарина, ул.",19
"Ашмарина, ул.",23
"Ашмарина, ул.",25
"Ашмарина, ул.",29
"Ашмарина, ул.",31/16
"Ашмарина, ул.",31А
"Ашмарина, ул.",33
"Ашмарина, ул.",34
"Ашмарина, ул.",34Д
"Ашмарина, ул.",34стрА
"Ашмарина, ул.",34стрБ
"Ашмарина, ул.",36
"Ашмарина, ул.",36к1
"Ашмарина, ул.",37
"Ашмарина, ул.",38
"Ашмарина, ул.",40
"Ашмарина, ул.",42
"Ашмарина, ул.",42к1
"Ашмарина, ул.",43
"Ашмарина, ул.",44
"Ашмарина, ул.",46
"Ашмарина, ул.",48
"Ашмарина, ул.",49
"Ашмарина, ул.",52
"Ашмарина, ул.",52к1
"Ашмарина, ул.",53/25
"Ашмарина, ул.",54
"Ашмарина, ул.",54А
"Ашмарина, ул.",55
"Ашмарина, ул.",58
"Ашмарина, ул.",59
"Ашмарина, ул.",59стрБ
"Ашмарина, ул.",59стрВ
"Ашмарина, ул.",61
"Ашмарина, ул.",69
"Ашмарина, ул.",74
"Ашмарина, ул.",75
"Ашмарина, ул.",76стрА
"Ашмарина, ул.",81
"Ашмарина, ул.",85
"Ашмарина, ул.",90
"Ашмарина, ул.",93
"Ашмарина, ул.",96
"Ашмарина, ул.",97
"Ашмарина, ул.",103
"Ашмарина, ул.",105/62
"Ашмарина, ул.",106
"Ашмарина, ул.",107
"Ашмарина, ул.",111
"Ашмарина, ул.",112
"Ашмарина, ул.",117
"Ашмарина, ул.",117стрБ
"Ашмарина, ул.",122
"Ашмарина, ул.",123
"Ашмарина, ул.",125
"Ашмарина, ул.",128
"Ашмарина, ул.",131
"Ашмарина, ул.",137
"Б.С. Маркова, ул.",6
"Б.С. Маркова, ул.",8
"Б.С. Маркова, ул.",8к1
"Б.С. Маркова, ул.",8к2
"Б.С. Маркова, ул.",8к3
"Б.С. Маркова, ул.",12
"Б.С. Маркова, ул.",14
"Б.С. Маркова, ул.",16/15
"Бабушкина, пер.",2
"Бабушкина, пер.",2Д
"Бабушкина, пер.",2стрА
"Бабушкина, пер.",2стрБ
"Бабушкина, пер.",8
"Бабушкина, пер.",9
"Бажова, ул.",1
"Бажова, ул.",2
"Бажова, ул.",3
"Бажова, ул.",3стрА
"Бажова, ул.",4
"Бажова, ул.",4стрА
"Бажова, ул.",5
"Бажова, ул.",5стрА
"Бажова, ул.",6
"Бажова, ул.",6стрА
"Бажова, ул.",7
"Бажова, ул.",7стрА
"Бажова, ул.",8
"Бажова, ул.",8стрА
"Бажова, ул.",9стрА
"Бажова, ул.",10
"Бажова, ул.",10стрА
"Бажова, ул.",11стрА
"Бажова, ул.",12стрА
"Бажова, ул.",13
"Бажова, ул.",13стрА
"Бажова, ул.",14стрА
"Бажова, ул.",15
"Бажова, ул.",16
"Бажова, ул.",16стрА
"Бажова, ул.",17
"Бажова, ул.",18
"Бажова, ул.",18стрА
"Бажова, ул.",20
"Бажова, ул.",22
"Бажова, ул.",23
"Бажова, ул.",25
"Бажова, ул.",27
"Бажова, ул.",28
"Бажова, ул.",29
"Бажова, ул.",30
"Бажова, ул.",31/111
"Бажова, ул.",32
"Бажова, ул.",33/148
"Бажова, ул.",34
"Бажова, ул.",35
"Бажова, ул.",36/109
"Бажова, ул.",37
"Бажова, ул.",38/146
"Бажова, ул.",39
"Бажова, ул.",40
"Бажова, ул.",41
"Бажова, ул.",42
"Бажова, ул.",43/133
"Бажова, ул.",44
"Бажова, ул.",46
"Бажова, ул.",48/131
"Бажова, ул.",49
"Бажова, ул.",50
"Бажова, ул.",51
"Бажова, ул.",52
"Бажова, ул.",53
"Бажова, ул.",53к1
"Бажова, ул.",54
"Бажова, ул.",55
"Бажова, ул.",56
"Бажова, ул.",57
"Бажова, ул.",58
"Бажова, ул.",59/104
"Бажова, ул.",60
"Бажова, ул.",61
"Бажова, ул.",62/115
"Бажова, ул.",63
"Бажова, ул.",64/102
"Бажова, ул.",65
"Бажова, ул.",66
"Бажова, ул.",67
"Бажова, ул.",68
"Бажова, ул.",69
"Бажова, ул.",70
"Бажова, ул.",71
"Бажова, ул.",72
"Бажова, ул.",74
"Бажова, ул.",75
"Бажова, ул.",76
"Бажова, ул.",77
"Бажова, ул.",79
"Бажова, ул.",80
"Бажова, ул.",81
"Бажова, ул.",82
"Бажова, ул.",83
"Бажова, ул.",84
"Бажова, ул.",85
"Бажова, ул.",86
"Бажова, ул.",87
"Бажова, ул.",90
"Бажова, ул.",92
"Бажова 2-я, ул.",24
"Бажова 2-я, ул.",24Б
"Бажова 2-я, ул.",25
"Бажова 2-я, ул.",28А
"Бажова 2-я, ул.",29
"Базарная, ул.",3
"Базарная, ул.",5
"Базарная, ул.",6
"Базарная, ул.",7
"Базарная, ул.",8
"Базарная, ул.",9
"Базарная, ул.",10
"Базарная, ул.",12
"Базарная, ул.",12
"Базарная, ул.",15
"Базарная, ул.",17
"Базарная, ул.",19
"Базарная, ул.",21/18
"Базарная, ул.",25
"Базарная, ул.",37
"Базарная, ул.",39
"Базарная, ул.",40
"Базарная, ул.",41
"Базарная, ул.",43
"Базарная, ул.",44
"Базарный, пер.",3
"Базарный, пер.",5
"Базарный, пер.",7
"Базарный, пер.",8
"Базарный, пер.",10
"Базарный, пер.",14
"Базовый, пр-д",1
"Базовый, пр-д",3Б
"Базовый, пр-д",3В
"Базовый, пр-д",3стрА
"Базовый, пр-д",4
"Базовый, пр-д",4З
"Базовый, пр-д",4К
"Базовый, пр-д",4М
"Базовый, пр-д",4С
"Базовый, пр-д",4стрА
"Базовый, пр-д",4стрБ
"Базовый, пр-д",4стрЕ
"Базовый, пр-д",4стрЧ
"Базовый, пр-д",5
"Базовый, пр-д",5стрА
"Базовый, пр-д",6Е
"Базовый, пр-д",6стрА
"Базовый, пр-д",6стрБ
"Базовый, пр-д",6стрВ
"Базовый, пр-д",6стрг
"Базовый, пр-д",6стрД
"Базовый, пр-д",7
"Базовый, пр-д",7Б
"Базовый, пр-д",8
"Базовый, пр-д",8А
